transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,Profit,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,age,recency,frequency,monetary,r_quartile,f_quartile,m_quartile,rfm_score,customer_title,age_group,detail_cust_title,rank
4654,40,3085,2017-11-12,1.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,38750.0,583.2700000000001,Kaleb,Eslemont,Male,91,1978-01-21,Accountant IV,Missing,Affluent Customer,N,No,5.0,45,25,4,2071.88,4,3,3,433,Platinum,50,Very Loyal,2
6589,36,3085,2017-06-21,1.0,Approved,Solex,Standard,low,medium,945.04,507.58,35052.0,437.46,Kaleb,Eslemont,Male,91,1978-01-21,Accountant IV,Missing,Affluent Customer,N,No,5.0,45,25,4,2071.88,4,3,3,433,Platinum,50,Very Loyal,2
6895,95,3085,2017-05-06,1.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,37874.0,41.13,Kaleb,Eslemont,Male,91,1978-01-21,Accountant IV,Missing,Affluent Customer,N,No,5.0,45,25,4,2071.88,4,3,3,433,Platinum,50,Very Loyal,2
682,34,1747,2017-06-23,0.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,37698.0,309.80999999999995,Obadiah,Fairall,Male,46,1987-03-14,Research Assistant II,Financial Services,Affluent Customer,N,No,14.0,36,190,2,761.46,1,1,2,112,Bronze,40,Evasive Customer,10
7076,4,1747,2017-01-22,0.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,38573.0,451.6500000000001,Obadiah,Fairall,Male,46,1987-03-14,Research Assistant II,Financial Services,Affluent Customer,N,No,14.0,36,190,2,761.46,1,1,2,112,Bronze,40,Evasive Customer,10
683,73,2095,2017-12-10,0.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,37499.0,1612.25,Anette,Guerreiro,Female,69,1989-11-13,Account Executive,Manufacturing,Affluent Customer,N,No,8.0,33,20,4,2924.0299999999997,4,3,4,434,Platinum,40,Very Loyal,2
6082,99,2095,2017-03-21,0.0,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,34556.0,456.44999999999993,Anette,Guerreiro,Female,69,1989-11-13,Account Executive,Manufacturing,Affluent Customer,N,No,8.0,33,20,4,2924.0299999999997,4,3,4,434,Platinum,40,Very Loyal,2
8491,91,2095,2017-02-20,1.0,Approved,Solex,Standard,medium,medium,100.35,75.26,36367.0,25.08999999999999,Anette,Guerreiro,Female,69,1989-11-13,Account Executive,Manufacturing,Affluent Customer,N,No,8.0,33,20,4,2924.0299999999997,4,3,4,434,Platinum,40,Very Loyal,2
9291,100,2095,2017-05-24,0.0,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,33364.0,830.2399999999999,Anette,Guerreiro,Female,69,1989-11-13,Account Executive,Manufacturing,Affluent Customer,N,No,8.0,33,20,4,2924.0299999999997,4,3,4,434,Platinum,40,Very Loyal,2
684,99,1289,2017-12-19,0.0,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,34556.0,456.44999999999993,Shelley,Stroyan,Male,35,1973-07-16,Missing,Missing,Mass Customer,N,Yes,8.0,50,11,4,2292.36,4,3,3,433,Platinum,60,Very Loyal,2
3519,90,1289,2017-03-20,0.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,38002.0,72.59999999999997,Shelley,Stroyan,Male,35,1973-07-16,Missing,Missing,Mass Customer,N,Yes,8.0,50,11,4,2292.36,4,3,3,433,Platinum,60,Very Loyal,2
6756,53,1289,2017-01-14,0.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,39915.0,693.76,Shelley,Stroyan,Male,35,1973-07-16,Missing,Missing,Mass Customer,N,Yes,8.0,50,11,4,2292.36,4,3,3,433,Platinum,60,Very Loyal,2
7275,12,1289,2017-10-09,1.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,42560.0,1069.5500000000002,Shelley,Stroyan,Male,35,1973-07-16,Missing,Missing,Mass Customer,N,Yes,8.0,50,11,4,2292.36,4,3,3,433,Platinum,60,Very Loyal,2
686,54,1762,2017-06-19,0.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,42172.0,1279.4,Gaye,Steutly,Female,49,1978-04-30,Research Assistant II,Health,Mass Customer,N,Yes,18.0,45,21,5,3282.41,4,4,4,444,Platinum,50,Platinum_customer,1
1203,1,1762,2017-05-23,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,41245.0,448.68,Gaye,Steutly,Female,49,1978-04-30,Research Assistant II,Health,Mass Customer,N,Yes,18.0,45,21,5,3282.41,4,4,4,444,Platinum,50,Platinum_customer,1
3942,74,1762,2017-12-09,1.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,41922.0,827.1599999999999,Gaye,Steutly,Female,49,1978-04-30,Research Assistant II,Health,Mass Customer,N,Yes,18.0,45,21,5,3282.41,4,4,4,444,Platinum,50,Platinum_customer,1
4852,13,1762,2017-01-29,1.0,Cancelled,Solex,Standard,medium,medium,1163.89,589.27,40303.0,574.6200000000001,Gaye,Steutly,Female,49,1978-04-30,Research Assistant II,Health,Mass Customer,N,Yes,18.0,45,21,5,3282.41,4,4,4,444,Platinum,50,Platinum_customer,1
5138,14,1762,2017-01-11,0.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,41345.0,152.54999999999995,Gaye,Steutly,Female,49,1978-04-30,Research Assistant II,Health,Mass Customer,N,Yes,18.0,45,21,5,3282.41,4,4,4,444,Platinum,50,Platinum_customer,1
687,66,1374,2017-05-16,0.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,40487.0,64.92999999999995,Cleveland,Spilling,Male,76,1976-01-13,Missing,Manufacturing,Mass Customer,N,No,8.0,47,39,2,1074.9499999999998,3,1,2,312,Gold,50,Late Bloomer,6
4401,75,1374,2017-11-21,1.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,38859.0,1010.02,Cleveland,Spilling,Male,76,1976-01-13,Missing,Manufacturing,Mass Customer,N,No,8.0,47,39,2,1074.9499999999998,3,1,2,312,Gold,50,Late Bloomer,6
688,40,836,2017-08-01,0.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,38750.0,583.2700000000001,Clemence,Vautre,Female,33,1990-04-02,Actuary,Financial Services,Mass Customer,N,Yes,9.0,33,151,2,687.5100000000001,2,1,1,211,Bronze,40,Almost Lost Customer,9
2835,41,836,2017-05-30,0.0,Approved,Solex,Road,medium,medium,416.98,312.74,40672.0,104.24,Clemence,Vautre,Female,33,1990-04-02,Actuary,Financial Services,Mass Customer,N,Yes,9.0,33,151,2,687.5100000000001,2,1,1,211,Bronze,40,Almost Lost Customer,9
689,88,2310,2017-12-13,1.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,40303.0,182.81000000000017,Jed,Humpherston,Male,12,1970-02-10,Executive Secretary,Missing,High Net Worth,N,Yes,11.0,53,17,3,2292.3700000000003,4,2,3,423,Platinum,60,Becoming Loyal,3
5942,35,2310,2017-10-07,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,41245.0,448.68,Jed,Humpherston,Male,12,1970-02-10,Executive Secretary,Missing,High Net Worth,N,Yes,11.0,53,17,3,2292.3700000000003,4,2,3,423,Platinum,60,Becoming Loyal,3
7176,77,2310,2017-05-18,0.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,39427.0,1660.88,Jed,Humpherston,Male,12,1970-02-10,Executive Secretary,Missing,High Net Worth,N,Yes,11.0,53,17,3,2292.3700000000003,4,2,3,423,Platinum,60,Becoming Loyal,3
690,15,1371,2017-11-18,0.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,34165.0,209.84000000000003,Aretha,Joscelyn,Female,39,1959-08-02,Design Engineer,Retail,Mass Customer,N,Yes,13.0,64,26,3,825.73,4,2,2,422,Platinum,70,Becoming Loyal,3
2498,67,1371,2017-03-20,0.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,37499.0,167.20999999999998,Aretha,Joscelyn,Female,39,1959-08-02,Design Engineer,Retail,Mass Customer,N,Yes,13.0,64,26,3,825.73,4,2,2,422,Platinum,70,Becoming Loyal,3
8948,1,1371,2017-12-04,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,40649.0,448.68,Aretha,Joscelyn,Female,39,1959-08-02,Design Engineer,Retail,Mass Customer,N,Yes,13.0,64,26,3,825.73,4,2,2,422,Platinum,70,Becoming Loyal,3
691,8,1385,2017-03-21,0.0,Approved,Solex,Road,medium,small,1703.52,1516.13,40649.0,187.38999999999987,Melesa,Priddy,Female,39,1957-08-17,Cost Accountant,Financial Services,Mass Customer,N,No,16.0,66,232,3,1707.3799999999999,1,2,3,123,Bronze,70,Evasive Customer,10
6013,11,1385,2017-01-11,0.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,39298.0,509.97,Melesa,Priddy,Female,39,1957-08-17,Cost Accountant,Financial Services,Mass Customer,N,No,16.0,66,232,3,1707.3799999999999,1,2,3,123,Bronze,70,Evasive Customer,10
6531,75,1385,2017-05-12,0.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,38859.0,1010.02,Melesa,Priddy,Female,39,1957-08-17,Cost Accountant,Financial Services,Mass Customer,N,No,16.0,66,232,3,1707.3799999999999,1,2,3,123,Bronze,70,Evasive Customer,10
692,36,2744,2017-07-11,0.0,Approved,Solex,Standard,low,medium,945.04,507.58,35052.0,437.46,Bjorn,Isitt,Male,59,1999-01-25,Senior Financial Analyst,Financial Services,Mass Customer,N,No,3.0,24,125,2,527.56,2,1,1,211,Bronze,30,Almost Lost Customer,9
5536,72,2744,2017-08-27,0.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,42710.0,90.09999999999997,Bjorn,Isitt,Male,59,1999-01-25,Senior Financial Analyst,Financial Services,Mass Customer,N,No,3.0,24,125,2,527.56,2,1,1,211,Bronze,30,Almost Lost Customer,9
694,0,294,2017-06-15,1.0,Approved,Solex,Road,medium,medium,416.98,312.74,34165.0,104.24,Magnum,Slowan,Male,39,1959-04-01,Recruiting Manager,Missing,High Net Worth,N,No,5.0,64,115,4,533.99,2,3,1,231,Silver,70,Losing Customer,7
842,0,294,2017-09-06,1.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,35707.0,133.38,Magnum,Slowan,Male,39,1959-04-01,Recruiting Manager,Missing,High Net Worth,N,No,5.0,64,115,4,533.99,2,3,1,231,Silver,70,Losing Customer,7
4840,22,294,2017-02-16,1.0,Approved,Solex,Standard,medium,medium,575.27,431.45,38339.0,143.82,Magnum,Slowan,Male,39,1959-04-01,Recruiting Manager,Missing,High Net Worth,N,No,5.0,64,115,4,533.99,2,3,1,231,Silver,70,Losing Customer,7
6771,100,294,2017-05-13,1.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,37539.0,152.54999999999995,Magnum,Slowan,Male,39,1959-04-01,Recruiting Manager,Missing,High Net Worth,N,No,5.0,64,115,4,533.99,2,3,1,231,Silver,70,Losing Customer,7
696,64,1400,2017-07-06,0.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,40410.0,872.8900000000001,Rikki,Eytel,Female,51,1982-05-23,Senior Developer,Manufacturing,Affluent Customer,N,Yes,7.0,41,56,3,2619.2,3,2,4,324,Gold,50,Potential Customer,5
3702,21,1400,2017-11-04,1.0,Approved,Solex,Standard,medium,large,1071.23,380.74,34165.0,690.49,Rikki,Eytel,Female,51,1982-05-23,Senior Developer,Manufacturing,Affluent Customer,N,Yes,7.0,41,56,3,2619.2,3,2,4,324,Gold,50,Potential Customer,5
8927,78,1400,2017-01-07,1.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,35455.0,1055.82,Rikki,Eytel,Female,51,1982-05-23,Senior Developer,Manufacturing,Affluent Customer,N,Yes,7.0,41,56,3,2619.2,3,2,4,324,Gold,50,Potential Customer,5
697,29,2285,2017-11-21,0.0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,36833.0,834.9399999999999,Maritsa,Bellison,Female,71,1973-10-27,Quality Control Specialist,Health,High Net Worth,N,No,5.0,49,39,4,1144.61,3,3,2,332,Gold,50,Potential Customer,5
2056,0,2285,2017-04-11,0.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,42710.0,90.09999999999997,Maritsa,Bellison,Female,71,1973-10-27,Quality Control Specialist,Health,High Net Worth,N,No,5.0,49,39,4,1144.61,3,3,2,332,Gold,50,Potential Customer,5
4652,56,2285,2017-03-12,1.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,34244.0,75.75,Maritsa,Bellison,Female,71,1973-10-27,Quality Control Specialist,Health,High Net Worth,N,No,5.0,49,39,4,1144.61,3,3,2,332,Gold,50,Potential Customer,5
9056,22,2285,2017-07-11,1.0,Approved,Solex,Standard,medium,medium,575.27,431.45,41345.0,143.82,Maritsa,Bellison,Female,71,1973-10-27,Quality Control Specialist,Health,High Net Worth,N,No,5.0,49,39,4,1144.61,3,3,2,332,Gold,50,Potential Customer,5
698,88,623,2017-07-02,1.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,34586.0,182.81000000000017,Hazel,Brokenshire,Male,52,1988-04-23,Health Coach II,Property,High Net Worth,N,No,4.0,35,181,1,182.81000000000017,1,1,1,111,Bronze,40,Lost Customer,11
699,60,1535,2017-08-13,0.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,40779.0,217.51,Emanuel,Baukham,Male,80,1997-04-08,Cost Accountant,Financial Services,Affluent Customer,N,Yes,3.0,26,139,3,1064.38,2,2,2,222,Silver,30,High Risk Customer,8
2208,58,1535,2017-06-16,1.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,42172.0,771.12,Emanuel,Baukham,Male,80,1997-04-08,Cost Accountant,Financial Services,Affluent Customer,N,Yes,3.0,26,139,3,1064.38,2,2,2,222,Silver,30,High Risk Customer,8
3856,23,1535,2017-07-14,0.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,42696.0,75.75,Emanuel,Baukham,Male,80,1997-04-08,Cost Accountant,Financial Services,Affluent Customer,N,Yes,3.0,26,139,3,1064.38,2,2,2,222,Silver,30,High Risk Customer,8
700,58,2153,2017-08-02,1.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,42295.0,771.12,Jimmy,None,Male,22,1986-10-13,Financial Analyst,Financial Services,Mass Customer,N,No,10.0,36,76,5,3186.1899999999996,3,4,4,344,Gold,40,Recent Customer,4
812,42,2153,2017-07-13,0.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,39526.0,199.0999999999999,Jimmy,None,Male,22,1986-10-13,Financial Analyst,Financial Services,Mass Customer,N,No,10.0,36,76,5,3186.1899999999996,3,4,4,344,Gold,40,Recent Customer,4
1891,23,2153,2017-10-15,0.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,34244.0,75.75,Jimmy,None,Male,22,1986-10-13,Financial Analyst,Financial Services,Mass Customer,N,No,10.0,36,76,5,3186.1899999999996,3,4,4,344,Gold,40,Recent Customer,4
5622,11,2153,2017-01-02,0.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,39298.0,509.97,Jimmy,None,Male,22,1986-10-13,Financial Analyst,Financial Services,Mass Customer,N,No,10.0,36,76,5,3186.1899999999996,3,4,4,344,Gold,40,Recent Customer,4
5901,57,2153,2017-10-06,0.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,33259.0,1630.25,Jimmy,None,Male,22,1986-10-13,Financial Analyst,Financial Services,Mass Customer,N,No,10.0,36,76,5,3186.1899999999996,3,4,4,344,Gold,40,Recent Customer,4
701,51,2477,2017-11-20,0.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,35707.0,802.26,Barney,Tilling,Male,25,1977-03-23,Electrical Engineer,Manufacturing,Affluent Customer,N,Yes,10.0,46,40,1,802.26,3,1,2,312,Gold,50,Late Bloomer,6
704,0,1874,2017-08-01,0.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,35470.0,133.38,Nickolai,McChesney,Male,17,1957-09-29,Missing,Argiculture,High Net Worth,N,Yes,7.0,65,151,2,680.66,2,1,1,211,Bronze,70,Almost Lost Customer,9
2593,31,1874,2017-06-24,0.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,36367.0,547.28,Nickolai,McChesney,Male,17,1957-09-29,Missing,Argiculture,High Net Worth,N,Yes,7.0,65,151,2,680.66,2,1,1,211,Bronze,70,Almost Lost Customer,9
705,50,2243,2017-03-26,0.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,42295.0,43.97,Lena,Cronshaw,Female,76,1976-08-28,Business Systems Development Analyst,Missing,Affluent Customer,N,Yes,7.0,46,279,1,43.97,1,1,1,111,Bronze,50,Lost Customer,11
706,54,1329,2017-01-05,1.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,39915.0,1279.4,Wendy,Randlesome,Female,65,1989-07-15,Database Administrator IV,Missing,Mass Customer,N,No,11.0,34,11,7,6345.08,4,4,4,444,Platinum,40,Platinum_customer,1
1689,63,1329,2017-12-19,0.0,Cancelled,Solex,Standard,medium,medium,1483.2,99.59,36146.0,1383.61,Wendy,Randlesome,Female,65,1989-07-15,Database Administrator IV,Missing,Mass Customer,N,No,11.0,34,11,7,6345.08,4,4,4,444,Platinum,40,Platinum_customer,1
2921,1,1329,2017-02-14,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688.0,448.68,Wendy,Randlesome,Female,65,1989-07-15,Database Administrator IV,Missing,Mass Customer,N,No,11.0,34,11,7,6345.08,4,4,4,444,Platinum,40,Platinum_customer,1
5815,54,1329,2017-08-31,1.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,39915.0,1279.4,Wendy,Randlesome,Female,65,1989-07-15,Database Administrator IV,Missing,Mass Customer,N,No,11.0,34,11,7,6345.08,4,4,4,444,Platinum,40,Platinum_customer,1
6165,47,1329,2017-06-19,0.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,38991.0,189.28,Wendy,Randlesome,Female,65,1989-07-15,Database Administrator IV,Missing,Mass Customer,N,No,11.0,34,11,7,6345.08,4,4,4,444,Platinum,40,Platinum_customer,1
7313,89,1329,2017-02-26,1.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,34079.0,1305.25,Wendy,Randlesome,Female,65,1989-07-15,Database Administrator IV,Missing,Mass Customer,N,No,11.0,34,11,7,6345.08,4,4,4,444,Platinum,40,Platinum_customer,1
9257,82,1329,2017-06-13,0.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,42226.0,459.46000000000015,Wendy,Randlesome,Female,65,1989-07-15,Database Administrator IV,Missing,Mass Customer,N,No,11.0,34,11,7,6345.08,4,4,4,444,Platinum,40,Platinum_customer,1
707,86,260,2017-08-18,0.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,36361.0,309.80999999999995,Farand,Marriner,Female,47,1979-08-30,Senior Quality Engineer,Health,High Net Worth,N,Yes,22.0,43,8,8,3163.9,4,4,4,444,Platinum,50,Platinum_customer,1
2130,0,260,2017-11-19,0.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,34079.0,75.48000000000002,Farand,Marriner,Female,47,1979-08-30,Senior Quality Engineer,Health,High Net Worth,N,Yes,22.0,43,8,8,3163.9,4,4,4,444,Platinum,50,Platinum_customer,1
2163,0,260,2017-10-03,1.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,35052.0,57.72999999999999,Farand,Marriner,Female,47,1979-08-30,Senior Quality Engineer,Health,High Net Worth,N,Yes,22.0,43,8,8,3163.9,4,4,4,444,Platinum,50,Platinum_customer,1
3309,59,260,2017-11-20,1.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,37874.0,155.6500000000001,Farand,Marriner,Female,47,1979-08-30,Senior Quality Engineer,Health,High Net Worth,N,Yes,22.0,43,8,8,3163.9,4,4,4,444,Platinum,50,Platinum_customer,1
4524,72,260,2017-04-15,1.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,40779.0,771.12,Farand,Marriner,Female,47,1979-08-30,Senior Quality Engineer,Health,High Net Worth,N,Yes,22.0,43,8,8,3163.9,4,4,4,444,Platinum,50,Platinum_customer,1
7554,52,260,2017-12-22,1.0,Approved,Solex,Road,medium,large,1777.8,820.78,33552.0,957.02,Farand,Marriner,Female,47,1979-08-30,Senior Quality Engineer,Health,High Net Worth,N,Yes,22.0,43,8,8,3163.9,4,4,4,444,Platinum,50,Platinum_customer,1
9698,0,260,2017-07-19,0.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,39298.0,91.15,Farand,Marriner,Female,47,1979-08-30,Senior Quality Engineer,Health,High Net Worth,N,Yes,22.0,43,8,8,3163.9,4,4,4,444,Platinum,50,Platinum_customer,1
9767,45,260,2017-02-20,1.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,40649.0,745.94,Farand,Marriner,Female,47,1979-08-30,Senior Quality Engineer,Health,High Net Worth,N,Yes,22.0,43,8,8,3163.9,4,4,4,444,Platinum,50,Platinum_customer,1
708,80,2587,2017-06-02,1.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,35455.0,139.2299999999999,Maren,Dachs,Female,76,1979-03-30,Data Coordiator,Missing,Affluent Customer,N,No,4.0,44,64,6,2109.7099999999996,3,4,3,343,Gold,50,Potential Customer,5
4727,66,2587,2017-10-27,1.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,40487.0,64.92999999999995,Maren,Dachs,Female,76,1979-03-30,Data Coordiator,Missing,Affluent Customer,N,No,4.0,44,64,6,2109.7099999999996,3,4,3,343,Gold,50,Potential Customer,5
5393,66,2587,2017-07-30,0.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,40487.0,64.92999999999995,Maren,Dachs,Female,76,1979-03-30,Data Coordiator,Missing,Affluent Customer,N,No,4.0,44,64,6,2109.7099999999996,3,4,3,343,Gold,50,Potential Customer,5
8693,13,2587,2017-09-08,1.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,42560.0,574.6200000000001,Maren,Dachs,Female,76,1979-03-30,Data Coordiator,Missing,Affluent Customer,N,No,4.0,44,64,6,2109.7099999999996,3,4,3,343,Gold,50,Potential Customer,5
9293,46,2587,2017-05-13,0.0,Approved,Solex,Standard,low,medium,1289.85,74.51,39427.0,1215.34,Maren,Dachs,Female,76,1979-03-30,Data Coordiator,Missing,Affluent Customer,N,No,4.0,44,64,6,2109.7099999999996,3,4,3,343,Gold,50,Potential Customer,5
9704,97,2587,2017-05-15,0.0,Approved,Solex,Standard,medium,large,202.62,151.96,42458.0,50.66,Maren,Dachs,Female,76,1979-03-30,Data Coordiator,Missing,Affluent Customer,N,No,4.0,44,64,6,2109.7099999999996,3,4,3,343,Gold,50,Potential Customer,5
709,41,2606,2017-01-15,0.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,38693.0,209.84000000000003,Addi,Seager,Female,56,1978-08-19,Electrical Engineer,Manufacturing,High Net Worth,N,No,12.0,45,103,2,285.59000000000003,2,1,1,211,Bronze,50,Almost Lost Customer,9
1221,56,2606,2017-09-18,1.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,34244.0,75.75,Addi,Seager,Female,56,1978-08-19,Electrical Engineer,Manufacturing,High Net Worth,N,No,12.0,45,103,2,285.59000000000003,2,1,1,211,Bronze,50,Almost Lost Customer,9
710,5,437,2017-07-29,0.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,39298.0,114.93,Sayres,Duthie,Male,24,1976-08-14,Systems Administrator III,Manufacturing,Affluent Customer,N,Yes,17.0,47,76,4,2890.8199999999997,3,3,4,334,Gold,50,Potential Customer,5
1024,25,437,2017-07-12,1.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,36334.0,709.34,Sayres,Duthie,Male,24,1976-08-14,Systems Administrator III,Manufacturing,Affluent Customer,N,Yes,17.0,47,76,4,2890.8199999999997,3,3,4,334,Gold,50,Potential Customer,5
1762,58,437,2017-10-15,1.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,36146.0,771.12,Sayres,Duthie,Male,24,1976-08-14,Systems Administrator III,Manufacturing,Affluent Customer,N,Yes,17.0,47,76,4,2890.8199999999997,3,3,4,334,Gold,50,Potential Customer,5
8227,55,437,2017-08-16,0.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,36146.0,1295.43,Sayres,Duthie,Male,24,1976-08-14,Systems Administrator III,Manufacturing,Affluent Customer,N,Yes,17.0,47,76,4,2890.8199999999997,3,3,4,334,Gold,50,Potential Customer,5
711,35,1117,2017-05-05,1.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,34527.0,903.11,Georgena,Guilaem,Female,83,1975-12-01,Quality Engineer,Missing,Affluent Customer,N,No,14.0,47,218,3,1028.15,1,2,2,122,Bronze,50,Evasive Customer,10
3341,61,1117,2017-03-02,1.0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,42172.0,14.229999999999997,Georgena,Guilaem,Female,83,1975-12-01,Quality Engineer,Missing,Affluent Customer,N,No,14.0,47,218,3,1028.15,1,2,2,122,Bronze,50,Evasive Customer,10
3735,27,1117,2017-05-26,1.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,36334.0,110.80999999999996,Georgena,Guilaem,Female,83,1975-12-01,Quality Engineer,Missing,Affluent Customer,N,No,14.0,47,218,3,1028.15,1,2,2,122,Bronze,50,Evasive Customer,10
712,82,2101,2017-01-18,0.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,38859.0,459.46000000000015,Maryann,None,Female,71,1998-03-08,General Manager,Missing,Mass Customer,N,Yes,2.0,25,51,3,2989.1699999999996,3,2,4,324,Gold,30,Potential Customer,5
879,3,2101,2017-11-09,1.0,Cancelled,Trek Bicycles,Standard,medium,large,2091.47,388.92,33259.0,1702.5499999999995,Maryann,None,Female,71,1998-03-08,General Manager,Missing,Mass Customer,N,Yes,2.0,25,51,3,2989.1699999999996,3,2,4,324,Gold,30,Potential Customer,5
3373,74,2101,2017-06-13,0.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,36498.0,827.1599999999999,Maryann,None,Female,71,1998-03-08,General Manager,Missing,Mass Customer,N,Yes,2.0,25,51,3,2989.1699999999996,3,2,4,324,Gold,30,Potential Customer,5
713,47,2638,2017-06-06,1.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,37823.0,189.28,Moritz,Brognot,Male,1,1977-02-10,Budget/Accounting Analyst III,IT,Mass Customer,N,Yes,15.0,46,142,5,2092.91,2,4,3,243,Silver,50,Losing Customer,7
5973,88,2638,2017-08-10,0.0,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,36145.0,817.36,Moritz,Brognot,Male,1,1977-02-10,Budget/Accounting Analyst III,IT,Mass Customer,N,Yes,15.0,46,142,5,2092.91,2,4,3,243,Silver,50,Losing Customer,7
8030,31,2638,2017-01-23,0.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,36361.0,57.72999999999999,Moritz,Brognot,Male,1,1977-02-10,Budget/Accounting Analyst III,IT,Mass Customer,N,Yes,15.0,46,142,5,2092.91,2,4,3,243,Silver,50,Losing Customer,7
8077,92,2638,2017-05-22,0.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,37626.0,155.6500000000001,Moritz,Brognot,Male,1,1977-02-10,Budget/Accounting Analyst III,IT,Mass Customer,N,Yes,15.0,46,142,5,2092.91,2,4,3,243,Silver,50,Losing Customer,7
